"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Vda Perdida Quantidade";"Vda Perdida Valor";"Venda % Partic.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %";"Peso Bruto";"Peso Brt % Partic.";"Peso Líquido";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Comissão";"Total Impostos";"ICMS s/ Venda";"PIS s/ Venda";"COFINS s/ Venda";"Outros Impostos";"IBS MUN s/ Venda";"IBS UF s/ Venda";"CBS s/ Venda";"IS s/ Venda"
"84,20";"ROBERTO : FERMENTO PÓ QUIMICO DR OETKER 200g";"13888";"UN 1";"0,568";"5,39";"0,02";"1,29";"0,01";"23,90";"63,48";"38,83";"1,29";"0,01";"23,90";"0,131";"0,01";"0,001";"3,30";"2,63";"0,00";"0,00";"1,47";"0,97";"0,09";"0,41";"0,00";"0,00";"0,01";"0,05";"0,00"
"84,21";"ROBERTO : FILÉ SARDINHA GOMES DA COSTA 85g ÓLEO";"1749";"UN 1";"0,166";"2,83";"0,01";"0,91";"0,01";"32,05";"54,60";"35,31";"0,91";"0,01";"32,05";"0,030";"0,00";"0,021";"1,83";"1,66";"0,00";"0,00";"0,26";"0,00";"0,05";"0,21";"0,00";"0,00";"0,00";"0,03";"0,00"
"84,22";"ROBERTO : FLOCOS CEREAL OVOMALTINE ROCKS 110g MESCLADO";"2585";"UN 1";"0,301";"4,51";"0,01";"0,49";"0,01";"10,78";"61,36";"38,03";"0,49";"0,01";"10,78";"0,035";"0,00";"0,000";"2,80";"2,80";"0,00";"0,00";"1,23";"0,81";"0,07";"0,34";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,22";"ROBERTO : FLOCOS CEREAL OVOMALTINE ROCKS 40g AO LEITE";"2528";"UN 1";"0,198";"1,09";"0,00";"0,11";"0,00";"10,04";"59,46";"37,29";"0,11";"0,00";"10,04";"0,009";"0,00";"0,000";"0,68";"0,68";"0,00";"0,00";"0,30";"0,20";"0,02";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,22";"ROBERTO : FONDANT DE LEITE DACOLÔNIA 160g";"14901";"UN 1";"0,046";"0,41";"0,00";"0,06";"0,00";"15,38";"74,30";"42,63";"0,06";"0,00";"15,38";"0,008";"0,00";"0,007";"0,24";"0,24";"0,00";"0,00";"0,11";"0,07";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,24";"ROBERTO : FÓRMULA INFANTIL NAN SUPREME 1 800g";"9606";"UN 1";"0,049";"5,41";"0,02";"0,61";"0,01";"11,34";"25,93";"20,59";"0,61";"0,01";"11,34";"0,048";"0,00";"0,039";"4,30";"4,30";"0,00";"0,00";"0,50";"0,00";"0,09";"0,41";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,25";"ROBERTO : GELATINA DR.OETKER ZERO 12g MORANGO";"14291";"UN 1";"0,924";"3,23";"0,01";"0,50";"0,01";"15,40";"39,23";"28,18";"0,50";"0,01";"15,40";"0,018";"0,00";"0,001";"2,32";"1,85";"0,00";"0,00";"0,88";"0,58";"0,05";"0,25";"0,00";"0,00";"0,00";"0,03";"0,00"
"84,26";"ROBERTO : GELATINA DR.OETKER ZERO 12g UVA";"14289";"UN 1";"0,710";"2,48";"0,01";"0,38";"0,00";"15,40";"39,23";"28,18";"0,38";"0,00";"15,40";"0,014";"0,00";"0,001";"1,78";"1,42";"0,00";"0,00";"0,68";"0,45";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,26";"ROBERTO : GELATINA LINEA ZERO 10g ABACAXI";"11113";"UN 1";"0,063";"0,32";"0,00";"0,02";"0,00";"6,85";"51,75";"34,10";"0,02";"0,00";"6,85";"0,001";"0,00";"0,001";"0,21";"0,21";"0,00";"0,00";"0,09";"0,06";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,26";"ROBERTO : GELATINA LINEA ZERO 10g MORANGO";"11116";"UN 1";"0,090";"0,45";"0,00";"0,33";"0,00";"72,75";"";"100,00";"0,33";"0,00";"72,75";"0,002";"0,00";"0,001";"0,00";"0,00";"0,00";"0,00";"0,12";"0,08";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,26";"ROBERTO : GELATINA LINEA ZERO 10g TANGERINA";"11128";"UN 1";"0,137";"0,68";"0,00";"0,05";"0,00";"6,85";"51,75";"34,10";"0,05";"0,00";"6,85";"0,002";"0,00";"0,001";"0,45";"0,45";"0,00";"0,00";"0,19";"0,12";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,26";"ROBERTO : GELATINA LINEA ZERO 10g UVA";"11118";"UN 1";"0,020";"0,10";"0,00";"0,07";"0,00";"72,75";"";"100,00";"0,07";"0,00";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,26";"ROBERTO : GELATINA NATURAL LIFE MARACUJÁ 12g ";"8729";"UN 1";"0,316";"0,94";"0,00";"0,19";"0,00";"19,59";"50,25";"33,44";"0,19";"0,00";"19,59";"0,007";"0,00";"0,000";"0,63";"0,50";"0,00";"0,00";"0,26";"0,17";"0,02";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,27";"ROBERTO : GELATINA ROYAL 25g CEREJA";"6242";"UN 1";"0,655";"1,96";"0,01";"0,54";"0,01";"27,61";"76,92";"43,48";"0,54";"0,01";"27,61";"0,018";"0,00";"0,001";"1,11";"0,88";"0,00";"0,00";"0,53";"0,35";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,27";"ROBERTO : GELATINA ROYAL 25g MARACUJA";"6226";"UN 1";"0,384";"1,15";"0,00";"0,19";"0,00";"16,23";"76,92";"43,48";"0,19";"0,00";"16,23";"0,010";"0,00";"0,000";"0,65";"0,65";"0,00";"0,00";"0,31";"0,21";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,27";"ROBERTO : GELEIA LINEA VD 230g FRUTAS VERMELHA";"12113";"UN 1";"0,040";"1,20";"0,00";"0,87";"0,01";"72,75";"";"100,00";"0,87";"0,01";"72,75";"0,016";"0,00";"0,009";"0,00";"0,00";"0,00";"0,00";"0,33";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,27";"ROBERTO : GELEIA LINEA VD 230g LARANJA";"12117";"UN 1";"0,041";"1,24";"0,00";"0,06";"0,00";"4,74";"47,05";"31,99";"0,06";"0,00";"4,74";"0,017";"0,00";"0,010";"0,85";"0,85";"0,00";"0,00";"0,34";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,27";"ROBERTO : GELEIA LINEA VD ZERO AÇÚCAR 230g FRAMBOESA";"12400";"UN 1";"0,032";"0,97";"0,00";"0,05";"0,00";"4,75";"47,06";"32,00";"0,05";"0,00";"4,75";"0,013";"0,00";"0,007";"0,66";"0,66";"0,00";"0,00";"0,26";"0,17";"0,02";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,28";"ROBERTO : GELEIA PREDILECTA 230g FRAMBOESA";"9691";"UN 1";"0,125";"2,37";"0,01";"0,35";"0,00";"14,89";"72,83";"42,14";"0,35";"0,00";"14,89";"0,030";"0,00";"0,029";"1,37";"1,37";"0,00";"0,00";"0,65";"0,43";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,29";"ROBERTO : GELEIA PREDILECTA PREMIUM 320g MORANGO";"9385";"UN 1";"0,077";"1,93";"0,01";"-0,01";"0,00";"-0,52";"36,49";"26,73";"-0,01";"0,00";"-0,52";"0,040";"0,00";"0,025";"1,41";"1,41";"0,00";"0,00";"0,53";"0,35";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,30";"ROBERTO : GELEIA QUEENSBERRY CLASSIC 320g FRUTAS VERMELHA";"4941";"UN 1";"0,071";"2,48";"0,01";"0,14";"0,00";"5,79";"49,34";"33,04";"0,14";"0,00";"5,79";"0,036";"0,00";"0,023";"1,66";"1,66";"0,00";"0,00";"0,68";"0,45";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,31";"ROBERTO : GELEIA QUEENSBERRY DIET 280g AMORA";"4969";"UN 1";"0,070";"2,46";"0,01";"0,11";"0,00";"4,50";"46,52";"31,75";"0,11";"0,00";"4,50";"0,033";"0,00";"0,020";"1,68";"1,68";"0,00";"0,00";"0,67";"0,44";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,32";"ROBERTO : GELEIA QUEENSBERRY DIET 280g MORANGO";"4959";"UN 1";"0,069";"2,43";"0,01";"0,04";"0,00";"1,54";"40,42";"28,79";"0,04";"0,00";"1,54";"0,033";"0,00";"0,019";"1,73";"1,73";"0,00";"0,00";"0,66";"0,44";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,34";"ROBERTO : GOMETS DORI SINO 150g";"1718";"UN 1";"0,999";"6,98";"0,02";"2,57";"0,03";"36,84";"118,44";"54,22";"2,57";"0,03";"36,84";"0,160";"0,01";"0,152";"3,20";"2,51";"0,00";"0,00";"1,90";"1,26";"0,12";"0,53";"0,00";"0,00";"0,01";"0,06";"0,00"
"84,36";"ROBERTO : GOMETS DORI SINO 1Kg";"1722";"UN 1";"0,309";"6,49";"0,02";"2,17";"0,02";"33,43";"98,51";"49,62";"2,17";"0,02";"33,43";"0,340";"0,02";"0,309";"3,27";"2,55";"0,00";"0,00";"1,77";"1,17";"0,11";"0,49";"0,00";"0,00";"0,01";"0,06";"0,00"
"84,36";"ROBERTO : GRANOLA JASMINE S/G 250G CAST/CACAU";"7517";"UN 1";"0,082";"1,23";"0,00";"0,07";"0,00";"5,97";"49,75";"33,22";"0,07";"0,00";"5,97";"0,022";"0,00";"0,000";"0,82";"0,82";"0,00";"0,00";"0,33";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"84,36";"ROBERTO : GRÃO BICO CAMIL TP 380g";"13370";"UN 1";"0,055";"0,55";"0,00";"0,07";"0,00";"12,91";"67,12";"40,16";"0,07";"0,00";"12,91";"0,000";"0,00";"0,000";"0,33";"0,33";"0,00";"0,00";"0,15";"0,10";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,36";"ROBERTO : GRÃOS COZIDO A VAPOR VAPZA 250g ORGÂNICO";"1866";"UN 1";"0,046";"0,52";"0,00";"0,03";"0,00";"5,35";"25,72";"20,46";"0,03";"0,00";"5,35";"0,013";"0,00";"0,000";"0,42";"0,35";"0,00";"0,00";"0,14";"0,09";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,37";"ROBERTO : KETCHUP CEPÊRA BIG 3,5Kg";"4279";"UN 1";"0,058";"2,62";"0,01";"0,10";"0,00";"3,87";"45,18";"31,12";"0,10";"0,00";"3,87";"0,211";"0,01";"0,204";"1,80";"1,80";"0,00";"0,00";"0,71";"0,47";"0,04";"0,20";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,42";"ROBERTO : KETCHUP ELEFANTE 350g";"2005";"UN 1";"2,014";"16,09";"0,05";"4,53";"0,05";"28,17";"59,80";"37,42";"4,53";"0,05";"28,17";"0,765";"0,05";"0,002";"10,07";"10,07";"0,00";"0,00";"1,49";"0,00";"0,27";"1,22";"0,00";"0,00";"0,02";"0,14";"0,00"
"84,44";"ROBERTO : KETCHUP HEMMER SQZ 310g ZERO AÇÚCAR";"1941";"UN 1";"0,390";"5,45";"0,02";"1,87";"0,02";"34,38";"60,99";"37,88";"1,87";"0,02";"34,38";"0,136";"0,01";"0,121";"3,39";"3,07";"0,00";"0,00";"0,50";"0,00";"0,09";"0,41";"0,00";"0,00";"0,01";"0,05";"0,00"
"84,56";"ROBERTO : KETCHUP QUERO 400g";"2026";"UN 1";"4,544";"40,85";"0,12";"14,02";"0,15";"34,32";"60,82";"37,82";"14,02";"0,15";"34,32";"1,931";"0,14";"1,818";"25,40";"23,05";"0,00";"0,00";"3,78";"0,00";"0,67";"3,10";"0,00";"0,00";"0,04";"0,37";"0,00"
"84,57";"ROBERTO : KETCHUP QUERO PICANTE 200g";"2021";"UN 1";"0,416";"2,49";"0,01";"0,69";"0,01";"27,48";"58,05";"36,73";"0,69";"0,01";"27,48";"0,093";"0,01";"0,083";"1,58";"1,58";"0,00";"0,00";"0,23";"0,00";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"84,72";"ROBERTO : KIT MAIONESE HELLMANN´S 1Kg LV+PG- C/2 UNIDADES";"5799";"UN 1";"2,083";"49,96";"0,15";"11,02";"0,12";"22,05";"45,57";"31,30";"11,02";"0,12";"22,05";"2,272";"0,16";"2,083";"34,32";"34,32";"0,00";"0,00";"4,62";"0,00";"0,82";"3,80";"0,00";"0,00";"0,05";"0,45";"0,00"
"84,75";"ROBERTO : LASANHA BARILLA C/OVOS 200g DIRETO AO FORNO";"13923";"UN 1";"1,419";"8,93";"0,03";"1,84";"0,02";"20,59";"47,26";"32,09";"1,84";"0,02";"20,59";"0,295";"0,02";"0,284";"6,06";"5,64";"0,00";"0,00";"1,45";"0,62";"0,15";"0,68";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,76";"ROBERTO : LEITE PÓ CAPRILAT CABRA 200g";"17025";"UN 1";"0,108";"2,80";"0,01";"0,41";"0,00";"14,70";"31,49";"23,95";"0,41";"0,00";"14,70";"0,026";"0,00";"0,000";"2,13";"2,13";"0,00";"0,00";"0,26";"0,00";"0,05";"0,21";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,79";"ROBERTO : LEITE PÓ ITAMBÉ SACHET 200g INSTANTÂNEO";"8185";"UN 1";"1,133";"11,31";"0,03";"3,66";"0,04";"32,39";"71,36";"41,64";"3,66";"0,04";"32,39";"0,236";"0,02";"0,227";"6,60";"6,60";"0,00";"0,00";"1,05";"0,00";"0,19";"0,86";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,82";"ROBERTO : LEITE PÓ ITAMBÉ SACHET 200g INTEGRAL";"8172";"UN 1";"1,023";"10,21";"0,03";"3,05";"0,03";"29,89";"64,31";"39,14";"3,05";"0,03";"29,89";"0,213";"0,02";"0,205";"6,22";"6,22";"0,00";"0,00";"0,94";"0,00";"0,17";"0,78";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,88";"ROBERTO : LEITE PÓ NINHO INTEGRAL 380g INSTANTÂNEO";"11833";"UN 1";"0,770";"21,55";"0,06";"19,56";"0,21";"90,75";"";"100,00";"19,56";"0,21";"90,75";"0,353";"0,02";"0,293";"0,00";"0,00";"0,00";"0,00";"1,99";"0,00";"0,36";"1,64";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,90";"ROBERTO : LEITE PÓ PIRACANJUBA 700g INTEGRAL";"18766";"UN 1";"0,212";"8,05";"0,02";"2,33";"0,02";"28,99";"61,92";"38,24";"2,33";"0,02";"28,99";"0,151";"0,01";"0,148";"4,97";"4,97";"0,00";"0,00";"0,74";"0,00";"0,13";"0,61";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,95";"ROBERTO : LENTILHA KININO 400g";"2344";"UN 1";"1,482";"16,29";"0,05";"3,37";"0,04";"20,70";"69,08";"40,86";"3,37";"0,04";"20,70";"0,603";"0,04";"0,001";"9,63";"8,48";"0,00";"0,00";"4,44";"2,93";"0,27";"1,24";"0,00";"0,00";"0,01";"0,06";"0,00"
"84,95";"ROBERTO : LIMP MR MUSCULO BANHEIRO 500ml AP T/LIMO C/CLORO";"13703";"UN 1";"0,011";"0,34";"0,00";"0,06";"0,00";"18,30";"38,03";"27,55";"0,06";"0,00";"18,30";"0,007";"0,00";"0,007";"0,25";"0,25";"0,00";"0,00";"0,03";"0,00";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"84,95";"ROBERTO : LIMP UAU LIMP PESADA ALT PERF 500ml DESENGORDURANT";"13657";"UN 1";"0,049";"0,49";"0,00";"0,16";"0,00";"31,92";"69,99";"41,17";"0,16";"0,00";"31,92";"0,000";"0,00";"0,000";"0,29";"0,29";"0,00";"0,00";"0,05";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,01";"ROBERTO : MAC BARILLA GRANO DURO 500g FARFALLE N.265";"19624";"UN 1";"1,000";"18,99";"0,06";"15,90";"0,17";"83,75";"";"100,00";"15,90";"0,17";"83,75";"0,001";"0,00";"0,001";"0,00";"0,00";"0,00";"0,00";"3,09";"1,33";"0,31";"1,44";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,02";"ROBERTO : MAC BARILLA GRANO DURO 500g FUSILLI N°98";"13758";"UN 1";"0,108";"2,16";"0,01";"0,42";"0,00";"19,52";"44,80";"30,94";"0,42";"0,00";"19,52";"0,058";"0,00";"0,000";"1,49";"1,39";"0,00";"0,00";"0,35";"0,15";"0,04";"0,16";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,02";"ROBERTO : MAC INF PAPAPA TRICOL M FUSILI 200g";"9441";"UN 1";"0,025";"0,34";"0,00";"0,09";"0,00";"25,78";"72,50";"42,03";"0,09";"0,00";"25,78";"0,006";"0,00";"0,005";"0,20";"0,20";"0,00";"0,00";"0,06";"0,02";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,05";"ROBERTO : MAC INST NISSIN LAMEN 85g COSTELA";"13994";"UN 1";"2,988";"9,83";"0,03";"2,37";"0,02";"24,11";"50,06";"33,36";"2,37";"0,02";"24,11";"0,278";"0,02";"0,254";"6,55";"6,55";"0,00";"0,00";"0,91";"0,00";"0,16";"0,75";"0,00";"0,00";"0,00";"0,04";"0,00"
"85,07";"ROBERTO : MAC INST NISSIN UFO 93g GALINHA CAIPIRA";"14309";"UN 1";"0,629";"6,29";"0,02";"1,87";"0,02";"29,79";"64,04";"39,04";"1,87";"0,02";"29,79";"0,077";"0,01";"0,059";"3,83";"3,83";"0,00";"0,00";"0,58";"0,00";"0,10";"0,48";"0,00";"0,00";"0,00";"0,02";"0,00"
"85,09";"ROBERTO : MAC INST NISSIN UFO CARNE 97g C/MOLHO JAPONÊS";"14290";"UN 1";"0,732";"7,31";"0,02";"2,18";"0,02";"29,79";"64,04";"39,04";"2,18";"0,02";"29,79";"0,099";"0,01";"0,071";"4,46";"4,46";"0,00";"0,00";"0,68";"0,00";"0,12";"0,56";"0,00";"0,00";"0,00";"0,03";"0,00"
"85,11";"ROBERTO : MAC NISSIN YAKISSOBA TRAD 500g";"13770";"UN 1";"0,544";"5,98";"0,02";"1,48";"0,02";"24,69";"51,38";"33,94";"1,48";"0,02";"24,69";"0,280";"0,02";"0,272";"3,95";"3,95";"0,00";"0,00";"0,55";"0,00";"0,10";"0,45";"0,00";"0,00";"0,00";"0,02";"0,00"
"85,12";"ROBERTO : MAC ORIENTAL DE ARROZ KARUI 500g";"5459";"UN 1";"0,125";"2,87";"0,01";"0,53";"0,01";"18,51";"53,29";"34,76";"0,53";"0,01";"18,51";"0,062";"0,00";"0,062";"1,87";"1,87";"0,00";"0,00";"0,47";"0,20";"0,05";"0,22";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,12";"ROBERTO : MAIONESE BORDON 200g LEGUMES E FRANG";"7224";"UN 1";"0,071";"0,46";"0,00";"0,12";"0,00";"26,55";"55,76";"35,80";"0,12";"0,00";"26,55";"0,015";"0,00";"0,014";"0,30";"0,30";"0,00";"0,00";"0,04";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,16";"ROBERTO : MAIONESE HELLMANN´S 500g LIMÃO";"6071";"UN 1";"0,733";"12,23";"0,04";"4,22";"0,04";"34,52";"61,39";"38,04";"4,22";"0,04";"34,52";"0,398";"0,03";"0,366";"7,58";"6,88";"0,00";"0,00";"1,13";"0,00";"0,20";"0,93";"0,00";"0,00";"0,01";"0,11";"0,00"
"85,17";"ROBERTO : MAIONESE HELLMANN´S SQZ 335g APIMENTADA";"6533";"UN 1";"0,200";"3,20";"0,01";"2,90";"0,03";"90,75";"";"100,00";"2,90";"0,03";"90,75";"0,074";"0,01";"0,067";"0,00";"0,00";"0,00";"0,00";"0,30";"0,00";"0,05";"0,24";"0,00";"0,00";"0,00";"0,03";"0,00"
"85,19";"ROBERTO : MAIONESE QUERO SC 200g";"2020";"UN 1";"1,278";"6,38";"0,02";"2,32";"0,02";"36,37";"66,89";"40,08";"2,32";"0,02";"36,37";"0,262";"0,02";"0,256";"3,82";"3,47";"0,00";"0,00";"0,59";"0,00";"0,11";"0,48";"0,00";"0,00";"0,01";"0,06";"0,00"
"85,19";"ROBERTO : MANJAR DE COCO DR.OETKER 200g C/CALDA AMEIXA";"13671";"UN 1";"0,027";"0,35";"0,00";"0,09";"0,00";"25,19";"67,94";"40,45";"0,09";"0,00";"25,19";"0,000";"0,00";"0,000";"0,21";"0,16";"0,00";"0,00";"0,09";"0,06";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,19";"ROBERTO : MARSHMALLOWS DOCILE MAXMALLOWS 150g PIPOCA DOCE";"5452";"UN 1";"0,078";"0,62";"0,00";"0,07";"0,00";"11,55";"63,39";"38,80";"0,07";"0,00";"11,55";"0,012";"0,00";"0,012";"0,38";"0,38";"0,00";"0,00";"0,17";"0,11";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"85,19";"ROBERTO : MASS GAINER BLACK SKULL 3KG COOKIES&CREAM R";"6213";"UN 1";"0,010";"1,20";"0,00";"0,87";"0,01";"72,75";"";"100,00";"0,87";"0,01";"72,75";"0,030";"0,00";"0,030";"0,00";"0,00";"0,00";"0,00";"0,33";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"85,22";"ROBERTO : MAT CEREAL NESCAU 170g EXTRA CACAU";"10129";"UN 1";"0,733";"10,99";"0,03";"1,41";"0,01";"12,79";"51,35";"33,93";"1,41";"0,01";"12,79";"0,143";"0,01";"0,125";"7,26";"6,59";"0,00";"0,00";"3,00";"1,98";"0,18";"0,84";"0,00";"0,00";"0,01";"0,10";"0,00"
"85,23";"ROBERTO : MAT CEREAL NESTLÉ 210g KIT KAT";"10550";"UN 1";"0,192";"3,64";"0,01";"0,38";"0,00";"10,49";"60,62";"37,74";"0,38";"0,00";"10,49";"0,049";"0,00";"0,040";"2,27";"2,27";"0,00";"0,00";"0,99";"0,66";"0,06";"0,28";"0,00";"0,00";"0,00";"0,03";"0,00"
"85,26";"ROBERTO : MAT CEREAL NESTLÉ 210g NESCAU DUO";"11702";"UN 1";"0,572";"8,58";"0,03";"2,15";"0,02";"25,01";"67,28";"40,22";"2,15";"0,02";"25,01";"0,143";"0,01";"0,120";"5,13";"4,10";"0,00";"0,00";"2,34";"1,54";"0,14";"0,65";"0,00";"0,00";"0,01";"0,08";"0,00"
"85,28";"ROBERTO : MAT CEREAL NESTLÉ 220g NESFIT ORIGINAL";"11836";"UN 1";"0,367";"6,96";"0,02";"0,51";"0,01";"7,27";"52,71";"34,52";"0,51";"0,01";"7,27";"0,098";"0,01";"0,081";"4,56";"4,56";"0,00";"0,00";"1,90";"1,25";"0,11";"0,53";"0,00";"0,00";"0,01";"0,06";"0,00"
"85,30";"ROBERTO : MAT CEREAL NESTLÉ 770g NESCAU";"9584";"UN 1";"0,200";"7,98";"0,02";"2,34";"0,02";"29,38";"84,12";"45,69";"2,34";"0,02";"29,38";"0,165";"0,01";"0,154";"4,33";"3,46";"0,00";"0,00";"2,17";"1,44";"0,13";"0,61";"0,00";"0,00";"0,01";"0,07";"0,00"
"85,34";"ROBERTO : MATINAL CEREAL NESTLÉ 240g SNOW FRUITS";"21373";"UN 1";"0,871";"12,18";"0,04";"1,04";"0,01";"8,50";"41,25";"29,21";"1,04";"0,01";"8,50";"0,253";"0,02";"0,001";"8,63";"7,83";"0,00";"0,00";"3,32";"2,19";"0,20";"0,93";"0,00";"0,00";"0,01";"0,11";"0,00"
"85,35";"ROBERTO : MEL VALE DO MEL 500g CIPÓ UVA 500g";"1092";"UN 1";"0,073";"2,48";"0,01";"0,25";"0,00";"10,03";"59,43";"37,28";"0,25";"0,00";"10,03";"0,039";"0,00";"0,036";"1,55";"1,55";"0,00";"0,00";"0,68";"0,45";"0,04";"0,19";"0,00";"0,00";"0,00";"0,01";"0,00"
"85,37";"ROBERTO : MEL VALE DO MEL LARANJEIRA 1,1Kg";"18746";"UN 1";"0,090";"5,82";"0,02";"1,35";"0,01";"23,25";"57,67";"36,57";"1,35";"0,01";"23,25";"0,107";"0,01";"0,099";"3,69";"2,88";"0,00";"0,00";"1,59";"1,05";"0,10";"0,44";"0,00";"0,00";"0,00";"0,02";"0,00"
"85,42";"ROBERTO : MILHO PIPOCA SIAMAR 400g PREMIUM";"4088";"UN 1";"2,889";"17,31";"0,05";"4,94";"0,05";"28,52";"68,26";"40,57";"4,94";"0,05";"28,52";"1,176";"0,08";"0,003";"10,29";"7,65";"0,00";"0,00";"4,72";"3,12";"0,29";"1,32";"0,00";"0,00";"0,01";"0,06";"0,00"
"85,45";"ROBERTO : MILHO QUERO LT 170g";"1933";"UN 1";"1,916";"9,56";"0,03";"0,27";"0,00";"2,81";"42,98";"30,06";"0,27";"0,00";"2,81";"0,613";"0,04";"0,536";"6,69";"6,69";"0,00";"0,00";"2,61";"1,72";"0,16";"0,73";"0,00";"0,00";"0,00";"0,03";"0,00"
"85,47";"ROBERTO : MINI TORRADINHAS BAUDUCCO TRAD 120g";"19590";"UN 1";"0,427";"5,54";"0,02";"1,55";"0,02";"28,02";"59,42";"37,27";"1,55";"0,02";"28,02";"0,055";"0,00";"0,051";"3,48";"3,48";"0,00";"0,00";"0,51";"0,00";"0,09";"0,42";"0,00";"0,00";"0,01";"0,05";"0,00"
"85,48";"ROBERTO : MIST BOLO NITA 450g LIMÃO";"12541";"UN 1";"0,436";"3,05";"0,01";"0,68";"0,01";"22,25";"54,99";"35,48";"0,68";"0,01";"22,25";"0,218";"0,02";"0,196";"1,96";"1,54";"0,00";"0,00";"0,83";"0,55";"0,05";"0,23";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,52";"ROBERTO : MIX DE CASTANHAS AMIGOS DO BEM 150G";"57";"UN 1";"0,787";"14,16";"0,04";"10,30";"0,11";"72,75";"";"100,00";"10,30";"0,11";"72,75";"0,135";"0,01";"0,118";"0,00";"0,00";"0,00";"0,00";"3,86";"2,55";"0,23";"1,08";"0,00";"0,00";"0,01";"0,05";"0,00"
"85,52";"ROBERTO : MOLHO AGRIDOCE KENKO 180ml";"16681";"UN 1";"0,021";"0,19";"0,00";"0,05";"0,00";"27,79";"58,83";"37,04";"0,05";"0,00";"27,79";"0,000";"0,00";"0,000";"0,12";"0,12";"0,00";"0,00";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"85,52";"ROBERTO : MOLHO AGRIDOCE POLETTO PREMIUM 280g BIQUINHO";"18942";"UN 1";"0,020";"0,30";"0,00";"0,27";"0,00";"90,75";"";"100,00";"0,27";"0,00";"90,75";"0,006";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00"
